# ID_sensore;dataora;valore
SENZA010752;2019-01-14 00:08:00;45
SENZA010753;2019-01-14 00:08:00;75
SENZA010754;2019-01-14 00:08:00;41
SENZA010755;2019-01-14 00:08:00;95
SENZA010756;2019-01-14 00:08:00;48
SENZA010757;2019-01-14 00:08:00;81
SENZA010758;2019-01-14 00:08:00;94
SENZA010759;2019-01-14 00:08:00;35
SENZA010760;2019-01-14 00:08:00;84
SENZA010761;2019-01-14 00:08:00;34
SENZA010762;2019-01-14 00:08:00;70
SENZA010763;2019-01-14 00:08:00;73
SENZA010764;2019-01-14 00:08:00;62
SENZA010765;2019-01-14 00:08:00;48
SENZA010766;2019-01-14 00:08:00;47
SENZA010767;2019-01-14 00:08:00;68
SENZA010768;2019-01-14 00:08:00;76
SENZA010769;2019-01-14 00:08:00;53
SENZA010770;2019-01-14 00:08:00;41
SENZA010851;2019-01-14 00:08:00;84
SENZA010852;2019-01-14 00:08:00;62
SENZA010853;2019-01-14 00:08:00;68
SENZA010854;2019-01-14 00:08:00;99
SENZA010855;2019-01-14 00:08:00;42
SENZA010856;2019-01-14 00:08:00;84
SENZA010857;2019-01-14 00:08:00;82
SENZA010858;2019-01-14 00:08:00;43
SENZA010859;2019-01-14 00:08:00;89
SENZA010860;2019-01-14 00:08:00;92
SENZA010861;2019-01-14 00:08:00;76
SENZA010862;2019-01-14 00:08:00;82
SENZA010863;2019-01-14 00:08:00;94
SENZA010864;2019-01-14 00:08:00;45
SENZA010865;2019-01-14 00:08:00;54
SENZA010866;2019-01-14 00:08:00;66
SENZA010867;2019-01-14 00:08:00;49
SENZA010868;2019-01-14 00:08:00;53
SENZA010869;2019-01-14 00:08:00;48
SENZA010870;2019-01-14 00:08:00;96
SENZA010871;2019-01-14 00:08:00;44
SENZA010872;2019-01-14 00:08:00;41
SENZA010873;2019-01-14 00:08:00;88
SENZA010874;2019-01-14 00:08:00;77
SENZA010875;2019-01-14 00:08:00;56
SENZA010951;2019-01-14 00:08:00;46
SENZA010952;2019-01-14 00:08:00;87
SENZA010953;2019-01-14 00:08:00;51
SENZA010954;2019-01-14 00:08:00;66
SENZA010955;2019-01-14 00:08:00;61
SENZA010956;2019-01-14 00:08:00;71
SENZA010957;2019-01-14 00:08:00;52
SENZA010958;2019-01-14 00:08:00;99
SENZA010959;2019-01-14 00:08:00;61
SENZA010960;2019-01-14 00:08:00;34
SENZA010961;2019-01-14 00:08:00;56
SENZA010962;2019-01-14 00:08:00;78
SENZA010963;2019-01-14 00:08:00;75
SENZA010964;2019-01-14 00:08:00;98
SENZA010965;2019-01-14 00:08:00;67
SENZA010966;2019-01-14 00:08:00;76
SENZA010967;2019-01-14 00:08:00;84
SENZA010968;2019-01-14 00:08:00;50
SENZA010969;2019-01-14 00:08:00;59
SENZA010970;2019-01-14 00:08:00;93
SENZA010971;2019-01-14 00:08:00;72
SENZA010972;2019-01-14 00:08:00;66
SENZA010973;2019-01-14 00:08:00;74
SENZA010974;2019-01-14 00:08:00;44
SENZA010975;2019-01-14 00:08:00;50
SENZA010976;2019-01-14 00:08:00;87
SENZA010977;2019-01-14 00:08:00;91
SENZA010978;2019-01-14 00:08:00;53
SENZA010979;2019-01-14 00:08:00;47
SENZA010980;2019-01-14 00:08:00;31
SENZA011021;2019-01-14 00:08:00;52
SENZA011022;2019-01-14 00:08:00;57
SENZA011023;2019-01-14 00:08:00;59
SENZA011024;2019-01-14 00:08:00;78
SENZA011025;2019-01-14 00:08:00;91
SENZA011026;2019-01-14 00:08:00;57
SENZA011027;2019-01-14 00:08:00;31
SENZA011028;2019-01-14 00:08:00;38
SENZA011029;2019-01-14 00:08:00;38
SENZA011030;2019-01-14 00:08:00;46
SENZA011031;2019-01-14 00:08:00;34
SENZA011032;2019-01-14 00:08:00;49
SENZA011033;2019-01-14 00:08:00;77
SENZA011034;2019-01-14 00:08:00;86
SENZA011035;2019-01-14 00:08:00;45
SENZA011036;2019-01-14 00:08:00;75
SENZA011037;2019-01-14 00:08:00;93
SENZA011038;2019-01-14 00:08:00;65
SENZA011039;2019-01-14 00:08:00;46
SENZA011040;2019-01-14 00:08:00;33
SENZA011101;2019-01-14 00:08:00;59
SENZA011102;2019-01-14 00:08:00;82
SENZA011103;2019-01-14 00:08:00;33
SENZA011104;2019-01-14 00:08:00;82
SENZA011105;2019-01-14 00:08:00;86
SENZA011106;2019-01-14 00:08:00;92
SENZA011107;2019-01-14 00:08:00;52
SENZA011108;2019-01-14 00:08:00;61
SENZA011109;2019-01-14 00:08:00;84
SENZA011110;2019-01-14 00:08:00;38
SENZA011111;2019-01-14 00:08:00;72
SENZA011112;2019-01-14 00:08:00;69
SENZA011113;2019-01-14 00:08:00;80
SENZA011114;2019-01-14 00:08:00;71
SENZA011115;2019-01-14 00:08:00;60
SENZA011116;2019-01-14 00:08:00;56
SENZA011117;2019-01-14 00:08:00;56
SENZA011118;2019-01-14 00:08:00;85
SENZA011119;2019-01-14 00:08:00;78
SENZA011120;2019-01-14 00:08:00;63
SENZA011121;2019-01-14 00:08:00;47
SENZA011122;2019-01-14 00:08:00;71
SENZA011123;2019-01-14 00:08:00;44
SENZA011124;2019-01-14 00:08:00;61
SENZA011125;2019-01-14 00:08:00;35
SENZA011126;2019-01-14 00:08:00;98
SENZA011127;2019-01-14 00:08:00;35
SENZA011128;2019-01-14 00:08:00;96
SENZA011129;2019-01-14 00:08:00;37
SENZA011130;2019-01-14 00:08:00;43
SENZA011131;2019-01-14 00:08:00;47
SENZA011132;2019-01-14 00:08:00;38
SENZA011133;2019-01-14 00:08:00;44
SENZA011134;2019-01-14 00:08:00;72
SENZA011135;2019-01-14 00:08:00;73
SENZA011136;2019-01-14 00:08:00;73
SENZA011137;2019-01-14 00:08:00;66
SENZA011138;2019-01-14 00:08:00;55
SENZA011139;2019-01-14 00:08:00;81
SENZA011140;2019-01-14 00:08:00;39
SENZA011141;2019-01-14 00:08:00;58
SENZA011142;2019-01-14 00:08:00;87
SENZA011143;2019-01-14 00:08:00;55
SENZA011144;2019-01-14 00:08:00;51
SENZA011145;2019-01-14 00:08:00;48
SENZA011146;2019-01-14 00:08:00;68
SENZA011147;2019-01-14 00:08:00;87
SENZA011148;2019-01-14 00:08:00;90
SENZA011149;2019-01-14 00:08:00;48
SENZA011150;2019-01-14 00:08:00;55
SENZA011251;2019-01-14 00:08:00;36
SENZA011252;2019-01-14 00:08:00;52
SENZA011253;2019-01-14 00:08:00;54
SENZA011254;2019-01-14 00:08:00;57
SENZA011255;2019-01-14 00:08:00;35
SENZA011256;2019-01-14 00:08:00;81
SENZA011257;2019-01-14 00:08:00;79
SENZA011258;2019-01-14 00:08:00;51
SENZA011259;2019-01-14 00:08:00;86
SENZA011260;2019-01-14 00:08:00;98
SENZA011261;2019-01-14 00:08:00;82
SENZA011262;2019-01-14 00:08:00;68
SENZA011263;2019-01-14 00:08:00;65
SENZA011264;2019-01-14 00:08:00;49
SENZA011265;2019-01-14 00:08:00;52
SENZA011266;2019-01-14 00:08:00;84
SENZA011267;2019-01-14 00:08:00;31
SENZA011268;2019-01-14 00:08:00;96
SENZA011269;2019-01-14 00:08:00;94
SENZA011270;2019-01-14 00:08:00;96
SENZA011271;2019-01-14 00:08:00;39
SENZA011272;2019-01-14 00:08:00;69
SENZA011273;2019-01-14 00:08:00;66
SENZA011274;2019-01-14 00:08:00;45
SENZA011275;2019-01-14 00:08:00;83
SENZA011276;2019-01-14 00:08:00;58
SENZA011277;2019-01-14 00:08:00;90
SENZA011278;2019-01-14 00:08:00;38
SENZA011279;2019-01-14 00:08:00;70
SENZA011280;2019-01-14 00:08:00;66
SENZA011321;2019-01-14 00:08:00;90
SENZA011322;2019-01-14 00:08:00;81
SENZA011323;2019-01-14 00:08:00;47
SENZA011324;2019-01-14 00:08:00;39
SENZA011325;2019-01-14 00:08:00;89
SENZA011326;2019-01-14 00:08:00;73
SENZA011327;2019-01-14 00:08:00;95
SENZA011328;2019-01-14 00:08:00;43
SENZA011329;2019-01-14 00:08:00;46
SENZA011330;2019-01-14 00:08:00;64
SENZA011331;2019-01-14 00:08:00;52
SENZA011332;2019-01-14 00:08:00;35
SENZA011333;2019-01-14 00:08:00;77
SENZA011334;2019-01-14 00:08:00;78
SENZA011335;2019-01-14 00:08:00;87
SENZA011336;2019-01-14 00:08:00;81
SENZA011337;2019-01-14 00:08:00;51
SENZA011338;2019-01-14 00:08:00;63
SENZA011339;2019-01-14 00:08:00;42
SENZA011340;2019-01-14 00:08:00;58
SENZA011401;2019-01-14 00:08:00;36
SENZA011402;2019-01-14 00:08:00;62
SENZA011403;2019-01-14 00:08:00;65
SENZA011404;2019-01-14 00:08:00;37
SENZA011405;2019-01-14 00:08:00;67
SENZA011406;2019-01-14 00:08:00;69
SENZA011407;2019-01-14 00:08:00;41
SENZA011408;2019-01-14 00:08:00;34
SENZA011409;2019-01-14 00:08:00;100
SENZA011410;2019-01-14 00:08:00;95
SENZA011411;2019-01-14 00:08:00;74
SENZA011412;2019-01-14 00:08:00;77
SENZA011413;2019-01-14 00:08:00;69
SENZA011414;2019-01-14 00:08:00;42
SENZA011415;2019-01-14 00:08:00;89
SENZA011416;2019-01-14 00:08:00;85
SENZA011417;2019-01-14 00:08:00;84
SENZA011418;2019-01-14 00:08:00;95
SENZA011419;2019-01-14 00:08:00;90
SENZA011420;2019-01-14 00:08:00;61
SENZA011421;2019-01-14 00:08:00;35
SENZA011422;2019-01-14 00:08:00;71
SENZA011423;2019-01-14 00:08:00;42
SENZA011424;2019-01-14 00:08:00;77
SENZA011425;2019-01-14 00:08:00;92
SENZA011426;2019-01-14 00:08:00;45
SENZA011427;2019-01-14 00:08:00;69
SENZA011428;2019-01-14 00:08:00;42
SENZA011429;2019-01-14 00:08:00;84
SENZA011430;2019-01-14 00:08:00;79
SENZA011431;2019-01-14 00:08:00;46
SENZA011432;2019-01-14 00:08:00;53
SENZA011433;2019-01-14 00:08:00;31
SENZA011434;2019-01-14 00:08:00;33
SENZA011435;2019-01-14 00:08:00;99
SENZA011436;2019-01-14 00:08:00;82
SENZA011437;2019-01-14 00:08:00;55
SENZA011438;2019-01-14 00:08:00;36
SENZA011439;2019-01-14 00:08:00;86
SENZA011440;2019-01-14 00:08:00;34
SENZA011441;2019-01-14 00:08:00;77
SENZA011442;2019-01-14 00:08:00;45
SENZA011443;2019-01-14 00:08:00;73
SENZA011444;2019-01-14 00:08:00;54
SENZA011445;2019-01-14 00:08:00;85
SENZA011446;2019-01-14 00:08:00;82
SENZA011447;2019-01-14 00:08:00;70
SENZA011448;2019-01-14 00:08:00;47
SENZA011449;2019-01-14 00:08:00;87
SENZA011450;2019-01-14 00:08:00;71
